id,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
929,85,247067,FALSE,0.519,0.595,2,-5.001,1,0.0283,0.00151,0,0.0762,0.237,129.786,4,rock
930,0,210026,FALSE,0.226,0.382,1,-9.243,1,0.0288,0.845,0,0.111,0.165,81.943,4,jazz
931,73,148485,FALSE,0.704,0.797,0,-5.927,1,0.0475,0.0826,7.45e-4,0.0546,0.825,139.994,4,rock
932,0,170720,FALSE,0.605,0.7,4,-6.47,1,0.0277,0.00998,0,0.116,0.588,84.962,4,rock
933,62,356626,FALSE,0.425,0.0469,7,-18.612,0,0.0354,0.955,0,0.137,0.154,135.335,4,jazz
934,83,215093,FALSE,0.697,0.832,9,-7.264,1,0.0298,0.168,0.00131,0.269,0.979,125.926,4,jazz
935,72,216026,FALSE,0.622,0.431,11,-8.26,0,0.0293,0.0955,0,0.088,0.365,117.919,4,pop
936,3,174321,FALSE,0.889,0.34,11,-7.773,0,0.0697,0.218,0.13,0.055,0.716,94.009,4,pop
937,0,154813,FALSE,0.521,0.278,2,-10.922,1,0.0774,0.742,2.48e-6,0.0736,0.692,76.925,4,jazz
938,3,155960,FALSE,0.865,0.573,5,-5.501,1,0.0678,0.0863,0,0.305,0.563,94.999,4,pop
939,64,212689,TRUE,0.454,0.66,0,-4.357,1,0.168,0.0364,0,0.181,0.568,184.353,4,rock
940,66,174039,FALSE,0.299,0.447,3,-7.862,0,0.0383,0.858,3.14e-4,0.097,0.321,121.723,4,pop
941,78,228615,FALSE,0.637,0.799,2,-4.518,1,0.0338,0.394,0,0.0921,0.57,104.996,4,pop
942,70,250287,FALSE,0.709,0.929,5,-1.583,0,0.061,0.0431,0.00648,0.125,0.477,103.01,4,pop
943,74,228979,FALSE,0.62,0.864,5,-4.334,0,0.114,0.0323,0,0.117,0.395,98.059,4,rock
944,0,216426,FALSE,0.533,0.426,9,-9.525,0,0.0297,0.46,0,0.1,0.152,103.267,3,pop
945,80,173381,FALSE,0.722,0.745,7,-4.164,1,0.256,0.247,0,0.419,0.52,77.029,4,rock
946,0,367786,FALSE,0.698,0.931,11,-4.32,0,0.0595,0.0237,0.852,0.0767,0.0825,128.004,4,pop
947,71,283693,FALSE,0.715,0.89,11,-5.438,0,0.051,0.00111,8.37e-4,0.0297,0.891,134.994,4,pop
948,72,165074,FALSE,0.43,0.569,2,-9.274,1,0.044,0.0115,0.0134,0.163,0.0668,129.992,4,rock
949,0,154446,FALSE,0.594,0.643,5,-9.078,0,0.066,0.0112,0.00156,0.447,0.668,166.004,4,jazz
950,0,170964,FALSE,0.438,0.178,5,-9.402,1,0.0414,0.957,1.1e-6,0.316,0.344,75.25,1,pop
951,0,168949,FALSE,0.467,0.237,5,-13.373,0,0.0542,0.892,3.46e-6,0.148,0.388,101.759,4,jazz
952,0,131733,FALSE,0.579,0.502,8,-7.57,1,0.0513,0.733,0,0.281,0.836,76.783,4,jazz
953,73,195253,FALSE,0.619,0.429,2,-7.867,1,0.028,0.738,1.35e-5,0.136,0.545,90.058,4,pop
954,72,219440,FALSE,0.649,0.517,1,-7.428,0,0.0297,0.0146,1.63e-6,0.145,0.35,119.997,4,rock
955,4,191506,FALSE,0.736,0.569,8,-3.559,0,0.0779,0.144,5.27e-5,0.112,0.433,171.973,4,pop
956,71,173195,TRUE,0.594,0.625,11,-9.081,0,0.256,0.00521,0,0.481,0.517,96.706,4,pop
957,0,121160,FALSE,0.674,0.789,8,-6.903,1,0.0676,0.00178,0.00708,0.0753,0.918,129.802,4,rock
958,41,247160,FALSE,0.65,0.577,4,-8.728,0,0.0426,0.543,1.23e-6,0.18,0.373,81.986,4,jazz
959,1,114551,FALSE,0.426,0.473,5,-7.924,1,0.0335,0.353,0,0.0234,0.937,181.752,4,rock
960,0,151387,FALSE,0.683,0.511,6,-5.598,1,0.0279,0.406,1.97e-4,0.111,0.598,109.991,3,rock
961,2,203149,FALSE,0.736,0.695,7,-3.87,1,0.0468,0.0209,0,0.0517,0.784,109.976,4,rock
962,77,243360,FALSE,0.382,0.589,9,-7.315,0,0.0267,0.0465,0,0.122,0.335,140.059,4,rock
963,68,357006,FALSE,0.602,0.758,1,-9.416,1,0.0324,0.25,3.93e-5,0.209,0.788,141.108,4,pop
964,4,242495,FALSE,0.315,0.418,7,-9.146,1,0.0299,0.131,6.79e-4,0.0836,0.237,129.116,4,pop
965,68,174545,FALSE,0.776,0.223,8,-13.686,1,0.0379,0.721,3.8e-6,0.119,0.196,109.966,4,pop
966,88,236413,FALSE,0.615,0.534,9,-6.719,0,0.0386,0.106,1.76e-5,0.0607,0.193,135.917,4,pop
967,0,212028,FALSE,0.665,0.765,0,-6.036,1,0.0316,0.13,0,0.0831,0.744,153.984,4,rock
968,73,124498,FALSE,0.69,0.683,5,-7.186,0,0.0968,0.076,1.13e-4,0.134,0.549,160.088,4,pop
969,0,198365,TRUE,0.582,0.817,0,-6.475,1,0.0399,0.0017,0.0158,0.575,0.622,155.124,4,rock
970,1,261413,FALSE,0.721,0.521,2,-8.123,1,0.0613,0.0708,0.00545,0.127,0.942,123.118,4,rock
971,63,261918,FALSE,0.567,0.526,8,-5.029,1,0.0251,0.153,2.34e-6,0.103,0.231,91.999,4,pop
972,5,173040,FALSE,0.524,0.487,6,-7.525,0,0.0299,0.253,0,0.0579,0.482,117.108,4,rock
973,3,282920,FALSE,0.639,0.805,4,-5.961,0,0.032,0.0383,0.00244,0.312,0.507,103.451,4,rock
974,0,115240,FALSE,0.484,0.332,1,-10.312,1,0.037,0.787,0,0.373,0.683,134.999,4,jazz
975,0,282243,FALSE,0.687,0.559,0,-4.661,1,0.0351,0.714,0,0.116,0.404,136.073,4,rock
976,0,166493,FALSE,0.522,0.148,8,-15.579,1,0.0367,0.766,0,0.204,0.643,138.997,4,jazz
977,0,169756,FALSE,0.601,0.713,4,-3.758,0,0.0449,0.0282,0,0.158,0.464,122.872,4,pop
978,41,215746,FALSE,0.652,0.636,6,-7.152,0,0.0672,0.847,0.00731,0.381,0.852,95.088,4,jazz
979,0,232412,FALSE,0.417,0.682,1,-5.071,1,0.0295,0.0267,6.69e-4,0.109,0.351,105.542,4,rock
980,0,147720,FALSE,0.499,0.295,5,-11.782,1,0.0287,0.794,0,0.0829,0.323,154.938,3,rock
981,0,169066,TRUE,0.602,0.557,0,-10.321,1,0.178,0.253,0,0.11,0.765,135.868,4,jazz
982,0,197442,FALSE,0.627,0.618,2,-8.529,1,0.0437,0.0558,0,0.351,0.848,82.03,4,pop
983,0,247346,FALSE,0.393,0.277,7,-10.757,1,0.0314,0.7,0,0.0966,0.123,89.334,4,rock
984,2,221773,TRUE,0.635,0.701,10,-5.969,1,0.0268,0.253,4.91e-5,0.165,0.633,151.894,4,rock
985,83,201726,FALSE,0.288,0.758,6,-5.692,0,0.0371,0.00616,0,0.303,0.619,97.094,4,rock
986,0,309386,FALSE,0.577,0.191,5,-15.938,1,0.0405,0.908,0.00824,0.126,0.343,123.338,4,jazz
987,74,208106,FALSE,0.593,0.74,8,-6.12,1,0.0339,0.363,2.22e-5,0.102,0.502,118.008,4,rock
988,87,215506,TRUE,0.442,0.612,2,-7.222,1,0.112,0.584,5.7e-6,0.37,0.178,180.917,4,pop
989,70,259139,FALSE,0.722,0.859,6,-8.143,0,0.039,0.11,7.39e-5,0.0929,0.562,110.969,4,pop
990,70,258857,FALSE,0.581,0.557,5,-7.557,0,0.0466,0.671,0,0.107,0.333,140.047,4,pop
991,0,169756,FALSE,0.601,0.713,4,-3.758,0,0.0449,0.0282,0,0.158,0.464,122.872,4,pop
992,2,171066,FALSE,0.442,0.9,0,-5.032,1,0.0529,0.0109,0,0.395,0.609,148.62,4,rock
993,0,172026,TRUE,0.594,0.833,9,-4.311,0,0.0507,0.00967,0,0.3,0.599,82.04,4,rock
994,0,149306,FALSE,0.605,0.497,1,-6.676,1,0.0319,0.727,3.95e-5,0.102,0.72,126.014,4,jazz
995,0,243057,FALSE,0.503,0.582,0,-4.324,1,0.0253,0.472,0,0.103,0.326,77.321,4,rock
996,1,194087,FALSE,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,4,pop
997,82,214506,FALSE,0.645,0.713,6,-5.355,1,0.0393,0.00835,0,0.113,0.566,74.989,4,rock
998,2,183066,FALSE,0.623,0.668,6,-7.282,0,0.0531,0.475,0,0.0862,0.823,161.948,4,pop
999,88,260253,FALSE,0.582,0.525,1,-7.163,0,0.0627,0.111,0,0.134,0.51,133.249,4,pop
1000,0,178506,FALSE,0.685,0.886,9,-10.653,1,0.0323,0.0328,0,0.0362,0.819,116.222,4,rock
1001,63,181394,FALSE,0.66,0.721,11,-5.907,1,0.505,0.221,0,0.173,0.61,181.842,4,pop
1002,1,184390,FALSE,0.692,0.883,7,-4.698,1,0.0582,0.0512,0,0.228,0.614,122.984,4,pop
1003,0,187146,FALSE,0.601,0.824,0,-4.757,1,0.0474,0.00866,0.173,0.155,0.246,167.965,4,rock
1004,0,143733,FALSE,0.439,0.196,0,-16.093,1,0.0601,0.88,0,0.0513,0.525,129.581,4,jazz
1005,0,200786,FALSE,0.679,0.748,0,-3.624,0,0.0385,0.0878,0,0.299,0.438,100.035,4,pop
1006,75,195200,FALSE,0.526,0.862,2,-6.003,1,0.0905,0.0144,0.0597,0.229,0.528,90.052,4,rock
1007,73,190160,FALSE,0.462,0.395,9,-9.376,1,0.0264,0.758,0,0.121,0.625,82.259,4,rock
1008,0,151333,FALSE,0.771,0.158,6,-10.374,0,0.0621,0.895,0,0.144,0.504,130.072,4,jazz
1009,79,405640,TRUE,0.273,0.952,11,-8.762,1,0.0843,0.0169,0.0111,0.142,0.472,100.271,4,rock
1010,0,141666,FALSE,0.514,0.408,8,-11.96,1,0.194,0.449,0,0.0682,0.915,185.756,4,jazz
1011,38,131889,FALSE,0.536,0.237,0,-10.133,1,0.0305,0.976,1.42e-4,0.0981,0.107,78.048,3,jazz
1012,0,246933,FALSE,0.381,0.894,7,-8.638,1,0.037,0.0258,0,0.0251,0.797,205.528,4,rock
1013,42,303000,FALSE,0.401,0.272,7,-11.872,0,0.0498,0.311,1.18e-6,0.147,0.0927,179.887,3,pop
1014,83,173346,TRUE,0.75,0.608,1,-4.008,1,0.0387,0.00165,0,0.178,0.958,132.507,4,rock
1015,0,245106,FALSE,0.588,0.847,8,-4.164,1,0.0705,0.0601,0,0.307,0.662,120.041,4,rock
1016,59,141971,FALSE,0.366,0.398,4,-9.75,1,0.0758,0.785,0.846,0.111,0.0399,70.915,4,jazz
1017,3,208706,FALSE,0.506,0.817,11,-5.052,0,0.0336,0.00283,0,0.0486,0.49,109.955,4,rock
1018,82,186986,FALSE,0.697,0.683,1,-2.881,0,0.117,0.0372,0,0.137,0.603,96.133,4,pop
1019,0,145640,FALSE,0.473,0.297,0,-17.103,1,0.0321,0.75,0.535,0.129,0.551,130.342,4,jazz
1020,6,208106,FALSE,0.596,0.74,8,-6.127,1,0.0338,0.341,2.05e-5,0.102,0.493,118.031,4,rock
1021,0,227920,FALSE,0.334,0.47,7,-12.588,0,0.0322,0.941,0.967,0.127,0.623,51.206,4,jazz
1022,43,195626,FALSE,0.645,0.37,7,-8.955,1,0.0367,0.82,0,0.177,0.53,126.029,4,jazz
1023,0,222226,FALSE,0.714,0.734,4,-7.125,0,0.0306,0.176,6.18e-4,0.115,0.68,123.57,4,rock
1024,36,188400,FALSE,0.39,0.682,2,-7.31,1,0.119,0.38,2.56e-4,0.147,0.0942,150.025,4,pop
1025,37,180506,FALSE,0.19,0.187,5,-14.734,0,0.0404,0.924,5.08e-6,0.0887,0.25,73.461,4,jazz
1026,70,398799,FALSE,0.223,0.359,0,-7.569,1,0.0312,0.845,0,0.133,0.193,73.059,4,pop
1027,0,151387,FALSE,0.683,0.511,6,-5.598,1,0.0279,0.406,1.97e-4,0.111,0.598,109.991,3,rock
1028,0,254955,FALSE,0.694,0.52,9,-8.758,1,0.0245,0.412,1.26e-6,0.137,0.52,108.06,4,rock
1029,79,159381,FALSE,0.785,0.431,10,-8.756,0,0.0364,0.123,0,0.0887,0.236,127.085,4,pop
1030,57,197626,FALSE,0.415,0.22,8,-17.47,1,0.0261,0.878,0.651,0.125,0.268,90.267,4,jazz
1031,82,217706,FALSE,0.728,0.563,1,-8.053,0,0.134,0.621,0,0.179,0.352,100.017,4,pop
1032,85,255493,FALSE,0.31,0.7,9,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,4,rock
1033,69,151218,FALSE,0.782,0.69,7,-7.811,1,0.0708,0.00909,6.61e-4,0.359,0.429,99.944,4,pop
1034,1,192160,FALSE,0.54,0.63,10,-8.032,1,0.0494,0.217,0,0.111,0.321,85.648,4,pop
1035,39,225777,FALSE,0.483,0.49,6,-7.935,1,0.04,0.819,1.09e-4,0.157,0.247,77.141,4,jazz
1036,76,168000,FALSE,0.863,0.387,5,-10.057,0,0.256,0.365,0.00238,0.06,0.39,100.013,4,pop
1037,0,116893,FALSE,0.376,0.371,6,-14.929,1,0.122,0.449,2.28e-6,0.106,0.656,195.668,3,jazz
1038,67,166600,FALSE,0.838,0.63,9,-5.609,0,0.171,0.242,0,0.0719,0.64,100.986,4,pop
1039,0,180626,FALSE,0.534,0.533,5,-6.161,0,0.047,0.5,0,0.0875,0.478,136.854,4,jazz
1040,0,176699,FALSE,0.568,0.505,0,-8.041,1,0.128,0.676,1.67e-5,0.516,0.692,149.439,4,jazz
1041,0,223253,FALSE,0.74,0.465,4,-10.85,1,0.0325,0.253,0.0107,0.0927,0.682,114.957,4,rock
1042,83,160133,FALSE,0.741,0.697,0,-7.028,1,0.0277,0.0664,2.28e-5,0.133,0.774,116.109,4,rock
1043,0,291440,FALSE,0.498,0.533,10,-7.337,1,0.0245,0.261,0.0471,0.314,0.288,96.459,3,jazz
1044,68,284779,FALSE,0.395,0.397,11,-7.556,1,0.0368,0.735,0,0.11,0.303,70.568,4,pop
1045,1,293692,FALSE,0.373,0.114,5,-13.171,1,0.041,0.937,4.73e-5,0.104,0.172,90.945,1,pop
1046,68,215080,FALSE,0.694,0.831,9,-7.288,1,0.0301,0.165,8.92e-4,0.25,0.98,125.901,4,jazz
1047,0,166506,FALSE,0.665,0.689,11,-7.344,0,0.0511,0.111,0,0.0657,0.782,177.879,4,rock
1048,70,298771,FALSE,0.679,0.537,4,-7.843,1,0.0322,0.844,3.34e-6,0.108,0.481,111.979,4,pop
1049,4,208920,FALSE,0.658,0.773,11,-5.119,1,0.0244,9.01e-4,0,0.194,0.66,100.006,4,rock
1050,0,192160,FALSE,0.32,0.21,6,-15.231,1,0.0345,0.92,8.01e-5,0.138,0.208,73.196,5,jazz
1051,0,149880,FALSE,0.418,0.165,4,-10.663,0,0.0442,0.91,2.02e-5,0.213,0.205,120.301,4,jazz
1052,38,306760,FALSE,0.648,0.748,10,-7.49,1,0.0635,0.747,0.00138,0.261,0.95,109.384,4,jazz
1053,2,114551,FALSE,0.426,0.473,5,-7.924,1,0.0335,0.353,0,0.0234,0.937,181.752,4,rock
1054,1,200933,FALSE,0.627,0.909,0,-4.731,1,0.0658,9.57e-4,7.03e-5,0.336,0.697,124.313,4,rock
1055,0,139586,FALSE,0.44,0.0302,0,-18.564,0,0.0375,0.929,0.00836,0.109,0.213,107.716,3,jazz
1056,0,163449,FALSE,0.693,0.643,4,-5.867,0,0.0828,0.138,0,0.108,0.477,95.055,4,pop
1057,90,196784,FALSE,0.572,0.839,4,-5.083,0,0.0377,0.013,0.00976,0.522,0.465,143.969,4,rock
1058,41,219973,FALSE,0.609,0.423,0,-11.647,0,0.0308,0.797,0.00461,0.141,0.39,135.601,4,jazz
1059,3,201573,FALSE,0.512,0.796,1,-4.075,1,0.0645,0.00147,2.09e-4,0.0938,0.344,171.014,4,pop
1060,2,163854,FALSE,0.697,0.875,5,-4.621,1,0.034,0.137,0,0.28,0.774,140.069,4,rock
1061,0,118840,FALSE,0.602,0.553,11,-9.336,1,0.0328,0.108,0,0.0512,0.971,130.594,4,rock
1062,0,247493,FALSE,0.394,0.17,0,-10.368,1,0.0451,0.889,0,0.105,0.315,130.721,3,pop
1063,73,219686,FALSE,0.751,0.669,3,-6.532,0,0.0359,0.342,1.31e-5,0.0822,0.359,119.014,4,pop
1064,0,197146,FALSE,0.262,0.677,7,-5.645,1,0.0528,0.447,0,0.205,0.365,207.478,3,rock
1065,0,297293,FALSE,0.403,0.59,5,-5.941,1,0.0284,0.508,0.00548,0.272,0.393,141.649,4,rock
1066,5,244804,FALSE,0.467,0.9,11,-4.505,1,0.0451,1.87e-4,4.93e-4,0.105,0.554,130.027,4,rock
1067,86,222973,FALSE,0.352,0.911,1,-5.23,1,0.0747,0.00121,0,0.0995,0.236,148.033,4,rock
1068,0,183066,FALSE,0.623,0.668,6,-7.282,0,0.0531,0.475,0,0.0862,0.823,161.948,4,pop
1069,1,302360,TRUE,0.477,0.873,1,-4.946,1,0.0355,0.00471,0.00589,0.0813,0.611,161.948,4,rock
1070,42,175409,TRUE,0.742,0.664,1,-8.432,0,0.261,0.301,0,0.0675,0.79,91.063,4,jazz
1071,57,134318,FALSE,0.697,0.575,0,-9.67,0,0.0406,0.00291,0.612,0.106,0.685,88.014,4,jazz
1072,0,255680,FALSE,0.619,0.504,5,-11.562,1,0.025,0.0614,0,0.06,0.568,84.335,4,rock
1073,0,155960,FALSE,0.865,0.573,5,-5.501,1,0.0678,0.0863,0,0.305,0.563,94.999,4,pop
1074,0,221826,FALSE,0.362,0.265,8,-10.084,1,0.0355,0.94,0,0.107,0.224,76.404,4,rock
1075,0,297293,FALSE,0.403,0.59,5,-5.941,1,0.0284,0.508,0.00548,0.272,0.393,141.649,4,rock
1076,0,251506,FALSE,0.664,0.744,0,-8.318,1,0.0543,0.284,0.858,0.937,0.463,95.138,4,jazz
1077,71,281322,FALSE,0.505,0.667,9,-5.797,1,0.0323,0.597,0,0.213,0.516,151.728,4,pop
1078,3,165264,FALSE,0.773,0.742,5,-3.678,0,0.046,0.0206,0,0.0754,0.571,114.071,4,rock
1079,0,210500,FALSE,0.543,0.595,11,-8.61,0,0.0477,0.0432,2.47e-4,0.101,0.338,122.052,4,rock
1080,0,143733,FALSE,0.439,0.196,0,-16.093,1,0.0601,0.88,0,0.0513,0.525,129.581,4,jazz
1081,0,183066,FALSE,0.623,0.668,6,-7.282,0,0.0531,0.475,0,0.0862,0.823,161.948,4,pop
1082,82,306440,FALSE,0.309,0.649,7,-8.994,1,0.035,0.0158,0.00591,0.367,0.312,166.915,4,rock
1083,0,143026,FALSE,0.499,0.304,0,-11.543,1,0.0632,0.81,0,0.0546,0.521,129.321,4,jazz
1084,0,396773,FALSE,0.547,0.56,0,-6.32,1,0.0241,0.0393,3.63e-6,0.0632,0.472,83.337,4,rock
1085,73,219800,FALSE,0.468,0.936,2,-3.683,1,0.0455,0.00568,0,0.24,0.663,75.05,4,rock
1086,0,197957,FALSE,0.635,0.812,8,-4.724,1,0.0362,0.0576,0,0.135,0.486,137.976,4,rock
1087,0,149306,FALSE,0.605,0.497,1,-6.676,1,0.0319,0.727,3.95e-5,0.102,0.72,126.014,4,jazz
1088,0,115240,FALSE,0.484,0.332,1,-10.312,1,0.037,0.787,0,0.373,0.683,134.999,4,jazz
1089,66,318493,FALSE,0.594,0.454,5,-9.422,0,0.0755,0.497,3.83e-5,0.0736,0.705,133.825,4,pop
1090,0,155960,FALSE,0.865,0.573,5,-5.501,1,0.0678,0.0863,0,0.305,0.563,94.999,4,pop
1091,0,217493,FALSE,0.5,0.908,2,-4.303,1,0.0418,0.0166,0,0.128,0.744,138.834,4,rock
1092,0,175986,FALSE,0.593,0.287,1,-12.472,1,0.0469,0.764,0,0.153,0.639,77.117,4,jazz
1093,0,169032,FALSE,0.745,0.561,6,-11.107,0,0.0457,0.289,0.172,0.1,0.302,93.001,4,jazz
1094,70,272668,FALSE,0.296,0.581,6,-5.945,0,0.0338,0.433,0,0.0577,0.231,147.935,4,pop
1095,66,242005,FALSE,0.752,0.452,0,-11.399,1,0.35,0.133,1.94e-4,0.236,0.833,99.684,4,pop
1096,0,173106,FALSE,0.25,0.168,1,-16.789,0,0.0329,0.822,1.35e-4,0.136,0.141,107.269,3,jazz
1097,88,153190,FALSE,0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-5,0.415,0.441,153.96,4,pop
1098,65,364329,FALSE,0.549,0.737,0,-7.865,1,0.0386,0.459,0.00844,0.091,0.412,119.963,4,pop
1099,1,156266,FALSE,0.429,0.477,6,-6.225,0,0.0311,0.766,6.38e-4,0.16,0.327,88.534,3,jazz
1100,57,261506,FALSE,0.549,0.139,8,-12.539,1,0.0288,0.946,2.93e-6,0.145,0.34,92.994,4,jazz
1101,0,245106,FALSE,0.588,0.847,8,-4.164,1,0.0705,0.0601,0,0.307,0.662,120.041,4,rock
1102,0,204826,FALSE,0.536,0.163,0,-10.566,1,0.0349,0.695,2.39e-4,0.126,0.233,66.72,4,jazz
1103,81,285120,FALSE,0.421,0.407,10,-7.445,1,0.0267,0.309,9.61e-4,0.11,0.161,139.028,3,rock
1104,70,196133,FALSE,0.421,0.285,2,-9.43,0,0.0293,0.829,1.55e-6,0.233,0.402,85.861,4,jazz
1105,1,223613,FALSE,0.409,0.57,6,-10.54,0,0.0711,0.687,0,0.173,0.336,128.657,4,pop
1106,0,115240,FALSE,0.484,0.332,1,-10.312,1,0.037,0.787,0,0.373,0.683,134.999,4,jazz
1107,0,158373,FALSE,0.543,0.36,7,-9.177,1,0.179,0.727,0,0.228,0.595,149.431,4,jazz
1108,67,204923,FALSE,0.7,0.502,11,-8.958,1,0.0425,0.603,0,0.08,0.407,129.977,4,pop
1109,0,195573,FALSE,0.262,0.324,7,-13.158,1,0.0337,0.676,2.78e-4,0.211,0.212,109.141,3,jazz
1110,5,241253,FALSE,0.402,0.835,11,-5.734,0,0.05,0.0287,2.94e-6,0.385,0.43,92.029,4,rock
1111,27,252866,FALSE,0.53,0.539,0,-7.728,1,0.0293,0.282,0.018,0.11,0.298,81.686,4,jazz
1112,65,243591,FALSE,0.41,0.455,4,-8.071,1,0.0316,0.731,0,0.185,0.361,90.993,4,pop
1113,65,199534,FALSE,0.765,0.948,6,-2.816,0,0.199,0.298,0,0.0784,0.647,172.038,4,pop
1114,0,206346,FALSE,0.335,0.232,4,-11.042,1,0.0334,0.908,8.89e-6,0.292,0.381,93.391,3,jazz
1115,0,231226,FALSE,0.463,0.677,10,-5.528,1,0.0417,0.257,0,0.089,0.782,202.05,4,rock
1116,0,115240,FALSE,0.484,0.332,1,-10.312,1,0.037,0.787,0,0.373,0.683,134.999,4,jazz
1117,3,264466,FALSE,0.479,0.938,2,-3.058,1,0.0376,7.54e-5,1.53e-4,0.117,0.431,140.056,4,rock
1118,69,219638,FALSE,0.76,0.651,5,-9.997,0,0.173,0.308,0,0.177,0.714,99.955,4,pop
1119,61,166760,FALSE,0.501,0.0454,0,-18.783,1,0.0388,0.938,3.76e-5,0.2,0.255,99.783,4,jazz
1120,1,159650,FALSE,0.761,0.606,11,-7.742,0,0.0424,0.157,0,0.574,0.646,121.038,4,rock
1121,0,238870,FALSE,0.535,0.979,8,-3.593,1,0.0597,6.66e-4,0,0.084,0.432,103.996,4,rock
1122,1,174160,FALSE,0.558,0.403,0,-8.968,1,0.0245,0.328,0,0.171,0.148,81.661,4,rock
1123,0,208413,FALSE,0.508,0.706,1,-6.294,1,0.0475,0.15,0,0.376,0.479,114.842,4,jazz
1124,1,268426,FALSE,0.666,0.854,9,-5.051,0,0.0295,0.179,1.2e-6,0.0986,0.803,125.637,4,rock
1125,0,115240,FALSE,0.484,0.332,1,-10.312,1,0.037,0.787,0,0.373,0.683,134.999,4,jazz
1126,0,197146,FALSE,0.262,0.677,7,-5.645,1,0.0528,0.447,0,0.205,0.365,207.478,3,rock
1127,58,233471,FALSE,0.464,0.391,6,-9.884,1,0.0384,0.755,9.64e-5,0.105,0.418,106.887,4,rock
1128,67,127200,FALSE,0.887,0.673,1,-5.576,1,0.138,0.309,0,0.174,0.759,100.012,4,pop
1129,0,124653,FALSE,0.516,0.818,11,-6.076,1,0.0393,0.00701,0,0.337,0.769,121.907,4,rock
1130,0,250222,FALSE,0.112,0.978,4,-2.64,1,0.117,1.08e-4,0.0241,0.117,0.371,173.097,3,rock
1131,0,228234,FALSE,0.525,0.205,0,-12.519,1,0.0457,0.84,0.0213,0.114,0.207,183.468,4,jazz
1132,85,199053,FALSE,0.746,0.765,6,-4.41,0,0.0993,0.0112,0,0.0936,0.737,114.044,4,pop
1133,0,151387,FALSE,0.683,0.511,6,-5.598,1,0.0279,0.406,1.97e-4,0.111,0.598,109.991,3,rock
1134,0,225333,FALSE,0.752,0.85,8,-8.327,1,0.0819,0.025,1.31e-4,0.149,0.491,122.991,4,pop
1135,5,187613,FALSE,0.565,0.792,9,-4.983,0,0.132,0.0913,0,0.114,0.639,170.076,4,rock
1136,0,131733,FALSE,0.579,0.502,8,-7.57,1,0.0513,0.733,0,0.281,0.836,76.783,4,jazz
1137,2,187146,FALSE,0.601,0.824,0,-4.757,1,0.0474,0.00866,0.173,0.155,0.246,167.965,4,rock
1138,78,207356,FALSE,0.579,0.558,2,-6.986,1,0.0895,0.0202,1.26e-6,0.212,0.506,179.949,4,rock
1139,0,192420,FALSE,0.473,0.068,0,-20.033,1,0.0315,0.892,0.00216,0.105,0.262,93.777,3,jazz
1140,79,253520,FALSE,0.489,0.597,5,-6.633,0,0.0292,0.27,0,0.105,0.324,95.012,4,pop
1141,0,173040,FALSE,0.524,0.487,6,-7.525,0,0.0299,0.253,0,0.0579,0.482,117.108,4,rock
1142,0,157213,FALSE,0.656,0.366,0,-9.548,1,0.0446,0.94,1.33e-5,0.219,0.823,184.436,4,jazz
1143,81,348400,FALSE,0.733,0.794,5,-10.023,1,0.0307,0.0614,0.0367,0.33,0.931,148.174,4,rock
1144,0,215493,FALSE,0.459,0.606,10,-5.694,1,0.038,0.296,8.37e-5,0.113,0.234,129.142,4,rock
1145,72,218666,FALSE,0.538,0.763,11,-6.346,0,0.205,0.0152,0,0.109,0.484,180.002,4,pop
1146,68,218808,FALSE,0.416,0.343,4,-10.995,1,0.0664,0.514,0,0.106,0.578,149.791,3,pop
1147,0,183066,FALSE,0.623,0.668,6,-7.282,0,0.0531,0.475,0,0.0862,0.823,161.948,4,pop
1148,77,92866,FALSE,0.707,0.535,10,-19.793,0,0.0436,0.113,0.00615,0.0884,0.641,103.644,4,rock
1149,80,192120,FALSE,0.73,0.703,0,-5.672,0,0.0369,0.109,0,0.0657,0.595,138.113,4,pop
1150,89,228373,FALSE,0.461,0.593,1,-4.954,1,0.0356,0.17,0,0.307,0.175,134.17,3,pop
1151,73,238360,FALSE,0.508,0.889,7,-2.755,0,0.0862,0.0495,0,0.0984,0.332,135.014,4,rock
1152,74,222500,FALSE,0.435,0.658,7,-5.949,0,0.0368,0.699,0,0.125,0.524,77.17,4,pop
1153,0,160293,FALSE,0.464,0.356,5,-6.953,1,0.03,0.708,7.76e-5,0.108,0.265,66.377,4,jazz
1154,72,240306,FALSE,0.656,0.884,2,-4.748,1,0.0372,0.0162,0,0.144,0.86,105.009,4,rock
1155,0,193151,FALSE,0.449,0.886,8,-2.501,1,0.0624,0.00248,7.48e-5,0.0743,0.61,171.016,4,rock
1156,0,138400,FALSE,0.494,0.18,7,-17.928,1,0.0332,0.908,0,0.0868,0.87,136.263,4,jazz
1157,88,272394,FALSE,0.548,0.532,5,-7.596,1,0.0323,0.186,2.63e-4,0.217,0.405,85.03,4,rock
1158,0,239293,FALSE,0.529,0.903,2,-4.396,0,0.0483,3.31e-5,0.182,0.259,0.746,129.986,4,rock
